relevance,word_in_title,word_in_description,word_in_attribute,len_of_query,len_of_attributes,brandname,nrBullets,search_term_nrNumbers,product_title_nrNumbers,product_description_nrNumbers,attributes_nrNumbers,product_title_measurements_nrMeasurementMatch,product_description_measurements_nrMeasurementMatch,attributes_measurements_nrMeasurementMatch
2.67,4,4,4,4,506,1.0,17,0,2,10,27,0,0,0
2.67,4,4,3,5,279,1.0,12,0,1,4,22,0,0,0
2.0,2,2,1,2,106,1.0,8,0,2,4,9,0,0,0
3.0,1,2,0,2,37,1.0,4,0,2,2,11,0,0,0
2.0,2,2,0,3,37,1.0,4,0,2,2,11,0,0,0
3.0,1,1,0,1,30,1.0,4,0,2,2,6,0,0,0
2.67,2,1,1,3,30,1.0,4,0,2,2,6,0,0,0
1.33,0,0,0,1,39,1.0,4,0,0,2,5,0,0,0
2.67,2,2,2,5,195,1.0,10,1,2,7,28,0,0,0
3.0,1,1,1,4,195,1.0,10,1,2,7,28,0,0,0
2.0,3,3,3,3,125,1.0,7,2,2,2,6,0,0,0
2.67,3,1,1,3,111,1.0,8,0,1,6,10,0,0,0
2.0,2,2,0,2,33,1.0,4,0,1,1,4,0,0,0
2.0,3,3,1,4,33,1.0,4,0,1,1,4,0,0,0
2.67,1,2,1,3,87,1.0,8,0,1,1,6,0,0,0
1.33,1,1,1,1,87,1.0,8,0,1,1,6,0,0,0
2.33,3,3,3,3,39,1.0,4,1,1,4,7,0,0,0
3.0,3,3,2,3,65,1.0,6,0,0,3,8,0,0,0
2.67,3,2,1,5,105,1.0,6,1,3,3,12,0,0,0
2.67,2,2,1,2,65,1.0,4,0,1,1,1,0,0,0
3.0,2,2,2,3,78,1.0,7,0,0,4,6,0,0,0
2.67,2,3,2,3,238,1.0,11,0,2,9,25,0,0,0
2.33,3,3,2,4,238,1.0,11,0,2,9,25,0,0,0
2.33,2,2,0,3,98,1.0,11,0,1,7,17,0,0,0
3.0,2,3,1,3,98,1.0,11,0,1,7,17,0,0,0
2.0,3,1,1,4,89,1.0,6,2,3,7,10,0,0,0
3.0,3,4,3,6,211,1.0,12,0,1,2,5,0,0,0
1.0,1,1,1,3,103,1.0,6,0,1,3,8,0,0,0
2.0,2,2,2,3,61,1.0,4,1,3,1,11,0,0,0
1.67,0,1,1,1,149,1.0,12,0,1,5,14,0,0,0
2.67,0,3,3,4,39,1.0,4,0,0,0,4,0,0,0
3.0,1,2,1,3,39,1.0,4,0,0,0,4,0,0,0
3.0,4,2,2,5,102,1.0,5,2,1,3,11,0,0,0
2.67,1,1,0,1,89,1.0,6,0,0,1,4,0,0,0
2.33,3,3,0,5,68,1.0,7,0,1,5,5,0,0,0
2.33,3,4,4,5,97,1.0,5,0,1,4,12,0,0,0
2.0,2,2,1,2,106,1.0,5,0,0,6,14,0,0,0
1.33,2,2,0,3,106,1.0,5,0,0,6,14,0,0,0
2.67,2,3,1,4,148,1.0,12,1,2,5,9,0,0,0
2.67,2,2,0,2,50,1.0,5,0,0,3,8,0,0,0
1.67,1,2,1,3,114,1.0,13,0,1,3,10,0,0,0
2.33,1,2,2,2,203,1.0,18,0,0,11,13,0,0,0
2.67,2,2,2,4,203,1.0,18,0,0,11,13,0,0,0
2.0,2,1,3,5,89,1.0,7,2,2,1,11,0,0,0
2.0,2,2,1,4,89,1.0,7,0,2,1,11,0,0,0
2.0,2,1,0,2,68,1.0,4,0,0,3,7,0,0,0
3.0,1,2,2,2,81,1.0,7,0,0,0,7,0,0,0
3.0,1,2,2,2,81,1.0,7,0,0,0,7,0,0,0
3.0,2,2,1,3,60,1.0,5,0,0,0,4,0,0,0
1.67,0,0,0,4,39,1.0,3,1,0,2,7,0,0,0
3.0,1,1,1,2,39,1.0,3,0,0,2,7,0,0,0
3.0,2,2,0,2,99,1.0,10,0,0,0,10,0,0,0
2.67,0,1,1,4,78,1.0,9,0,1,6,9,0,0,0
2.33,2,2,1,3,78,1.0,9,0,1,6,9,0,0,0
2.33,3,4,1,5,144,1.0,12,1,1,4,9,0,0,0
1.33,2,2,0,3,60,1.0,5,0,0,0,6,0,0,0
2.67,1,2,0,3,60,1.0,5,0,0,0,6,0,0,0
1.33,0,2,2,4,47,1.0,4,1,0,5,6,0,0,0
3.0,0,1,0,3,75,1.0,8,0,1,1,7,0,0,0
3.0,1,2,1,3,75,1.0,8,0,1,1,7,0,0,0
3.0,2,2,1,3,75,1.0,8,0,1,1,7,0,0,0
2.67,3,3,0,5,22,1.0,4,0,0,2,2,0,0,0
2.67,3,3,0,3,22,1.0,4,0,0,2,2,0,0,0
2.67,2,2,2,3,114,1.0,8,1,0,1,7,0,0,0
3.0,3,3,2,3,88,1.0,8,0,1,2,8,0,0,0
2.33,5,5,2,7,88,1.0,8,0,1,2,8,0,0,0
2.67,1,1,1,1,132,1.0,11,0,0,2,10,0,0,0
3.0,3,3,0,5,132,1.0,11,0,0,2,10,0,0,0
2.33,1,2,0,4,132,1.0,11,0,0,2,10,0,0,0
2.67,2,2,1,3,81,1.0,13,1,2,0,6,0,0,0
1.67,6,6,4,8,147,1.0,11,1,1,3,23,0,0,0
3.0,2,2,0,2,147,1.0,11,0,1,3,23,0,0,0
2.33,2,3,0,3,104,1.0,8,0,0,1,15,0,0,0
2.67,2,2,1,3,116,1.0,12,1,1,2,12,1,1,0
2.33,1,2,2,2,110,1.0,7,0,1,2,6,0,0,0
2.0,0,1,1,3,110,1.0,7,0,1,2,6,0,0,0
2.33,2,0,0,2,38,1.0,4,0,1,2,9,0,0,0
2.33,1,1,0,3,38,1.0,4,0,1,2,9,0,0,0
1.67,0,0,0,1,38,1.0,4,0,1,2,9,0,0,0
1.67,2,2,1,4,82,1.0,4,0,0,16,5,0,0,0
1.33,2,3,3,7,58,1.0,5,0,2,3,9,0,0,0
2.67,2,2,1,4,58,1.0,5,0,2,3,9,0,0,0
1.67,2,3,1,4,58,1.0,5,0,2,3,9,0,0,0
1.67,1,3,2,3,58,1.0,5,0,2,3,9,0,0,0
2.67,2,2,1,4,58,1.0,5,0,2,3,9,0,0,0
2.67,2,2,1,2,208,1.0,12,0,2,4,8,0,0,0
2.33,0,2,0,2,89,1.0,5,0,0,3,14,0,0,0
2.67,0,0,0,1,69,1.0,6,0,0,3,9,0,0,0
2.0,2,2,1,2,59,1.0,9,1,1,3,9,0,0,0
2.67,2,3,1,3,83,1.0,5,0,2,9,9,0,0,0
3.0,2,2,1,2,122,1.0,9,0,2,4,10,0,0,0
1.0,2,4,3,4,73,1.0,5,1,0,1,6,0,0,0
3.0,1,3,1,3,105,1.0,9,0,0,1,7,0,0,0
1.67,1,1,0,3,85,1.0,9,1,1,5,10,0,0,0
1.67,0,1,0,4,102,1.0,4,0,2,11,8,0,0,0
2.67,3,3,3,4,53,1.0,6,2,0,0,5,0,0,0
1.33,1,1,0,3,53,1.0,6,0,0,0,5,0,0,0
1.67,2,2,0,3,141,1.0,10,1,2,4,24,0,0,0
1.67,2,2,2,3,73,1.0,4,0,0,6,12,0,0,0
2.33,1,2,2,3,73,1.0,4,0,0,6,12,0,0,0
2.0,2,2,0,2,34,1.0,5,0,1,1,9,0,0,0
2.0,2,2,1,3,187,1.0,13,0,2,6,13,0,0,0
2.67,3,3,2,4,187,1.0,13,0,2,6,13,0,0,0
2.67,0,0,0,2,178,1.0,8,0,3,3,12,0,0,0
3.0,1,1,1,2,40,1.0,4,0,0,3,5,0,0,0
1.67,1,1,0,3,35,1.0,4,0,1,5,3,0,0,0
2.33,2,2,1,3,54,1.0,5,0,2,1,4,0,0,0
2.33,2,2,1,2,122,1.0,8,0,1,6,6,0,0,0
2.67,5,6,4,7,122,1.0,8,0,1,6,6,0,0,0
2.67,2,4,3,5,122,1.0,8,0,1,6,6,0,0,0
3.0,2,2,2,3,130,1.0,11,0,0,2,7,0,0,0
2.67,3,2,0,3,51,1.0,5,0,2,3,7,0,0,0
2.33,2,1,1,3,51,1.0,5,0,2,3,7,0,0,0
2.33,1,5,0,7,48,1.0,4,0,1,2,8,0,0,0
2.67,1,0,0,4,74,1.0,4,0,0,30,4,0,0,0
2.67,2,2,2,3,75,1.0,9,0,0,0,3,0,0,0
2.0,5,5,2,6,62,1.0,4,3,0,1,8,0,0,0
2.0,0,0,0,1,45,1.0,6,0,0,2,4,0,0,0
2.0,1,2,1,2,45,1.0,6,0,0,2,4,0,0,0
1.0,2,0,0,4,39,1.0,4,0,2,2,8,0,0,0
2.0,2,2,2,3,131,1.0,9,1,1,12,18,0,0,0
2.0,2,3,2,3,54,1.0,5,1,1,1,6,0,0,0
1.33,1,1,1,3,54,1.0,5,0,1,1,6,0,0,0
3.0,2,2,1,2,54,1.0,5,0,1,1,6,0,0,0
1.67,1,2,2,4,54,1.0,5,0,1,1,6,0,0,0
3.0,2,2,1,2,105,1.0,9,0,1,4,5,0,0,0
2.33,3,3,2,4,88,1.0,5,0,1,0,7,0,0,0
2.33,2,3,1,3,64,1.0,5,0,1,1,13,0,0,0
2.0,2,2,2,3,35,1.0,4,1,0,2,6,0,0,0
3.0,3,3,2,3,35,1.0,4,0,0,2,6,0,0,0
1.33,2,2,2,3,35,1.0,4,0,0,2,6,0,0,0
2.67,0,0,0,2,57,1.0,4,0,0,3,6,0,0,0
1.33,2,2,1,3,57,1.0,4,0,0,3,6,0,0,0
1.67,1,4,2,5,54,1.0,5,1,1,5,8,0,0,0
2.33,2,2,1,2,56,1.0,4,0,2,3,10,0,0,0
1.67,1,2,2,2,350,1.0,12,0,1,20,16,0,0,0
3.0,3,3,1,3,169,1.0,12,0,2,8,16,0,0,0
1.0,2,3,1,4,59,1.0,4,0,1,5,8,0,0,0
1.67,1,1,1,3,163,1.0,14,1,1,23,22,1,1,1
1.0,1,2,1,3,163,1.0,14,0,1,23,22,0,0,0
2.67,3,3,3,3,108,1.0,13,1,2,10,16,0,0,0
2.67,3,2,1,3,108,1.0,13,0,2,10,16,0,0,0
3.0,2,2,0,2,90,1.0,6,0,3,3,6,0,0,0
3.0,6,5,3,6,209,1.0,13,0,3,9,14,0,0,0
1.67,1,1,0,1,209,1.0,13,0,3,9,14,0,0,0
2.0,2,1,0,3,120,1.0,9,0,1,12,21,0,0,0
2.67,3,2,0,4,120,1.0,9,0,1,12,21,0,0,0
2.33,2,2,0,4,120,1.0,9,0,1,12,21,0,0,0
1.67,2,2,2,3,40,1.0,4,0,2,7,14,0,0,0
1.67,4,4,2,5,67,1.0,9,0,2,3,7,0,0,0
1.33,2,2,2,5,57,1.0,4,0,0,0,3,0,0,0
3.0,2,1,1,2,96,1.0,7,1,1,1,6,0,0,0
2.0,1,1,1,3,89,1.0,4,0,0,0,4,0,0,0
2.0,2,2,1,2,34,1.0,4,0,2,4,6,0,0,0
3.0,3,1,0,3,36,1.0,5,0,1,0,8,0,0,0
2.33,1,1,1,3,24,1.0,4,0,0,0,5,0,0,0
3.0,1,1,1,3,24,1.0,4,0,0,0,5,0,0,0
2.33,5,5,5,5,44,1.0,4,2,1,1,5,0,0,0
2.0,2,2,2,4,44,1.0,4,0,1,1,5,0,0,0
2.0,2,1,1,4,44,1.0,4,0,1,1,5,0,0,0
1.67,0,0,1,2,186,1.0,12,0,0,6,9,0,0,0
3.0,3,3,0,3,186,1.0,12,0,0,6,9,0,0,0
2.0,2,2,2,3,158,1.0,8,0,1,2,10,0,0,0
1.67,1,1,1,1,158,1.0,8,0,1,2,10,0,0,0
2.0,2,2,0,3,114,1.0,8,0,2,5,6,0,0,0
2.0,3,3,1,4,94,1.0,7,0,2,0,10,0,0,0
2.0,0,0,0,2,78,1.0,5,0,2,5,10,0,0,0
2.0,0,0,0,2,78,1.0,5,0,2,5,10,0,0,0
2.0,2,2,2,3,150,1.0,13,1,1,7,10,0,0,0
2.33,0,0,0,2,55,1.0,5,0,2,2,9,0,0,0
3.0,3,2,1,3,60,1.0,7,0,0,0,3,0,0,0
3.0,4,4,3,4,58,1.0,7,0,0,1,7,0,0,0
2.0,3,3,1,3,58,1.0,7,0,0,1,7,0,0,0
1.33,2,1,1,3,58,1.0,7,0,0,1,7,0,0,0
2.67,2,1,1,3,35,1.0,4,0,1,3,10,0,0,0
3.0,1,1,0,2,85,1.0,6,0,2,6,12,0,0,0
2.67,2,2,0,2,85,1.0,6,0,2,6,12,0,0,0
2.33,4,4,2,4,124,1.0,6,1,1,6,13,0,0,0
1.0,2,2,1,3,86,1.0,8,0,1,0,3,0,0,0
3.0,0,1,1,2,86,1.0,8,0,1,0,3,0,0,0
1.67,0,0,0,1,46,1.0,5,0,4,5,7,0,0,0
2.33,1,1,1,2,46,1.0,5,0,4,5,7,0,0,0
2.0,1,1,1,3,46,1.0,5,0,4,5,7,0,0,0
2.67,1,1,1,2,59,1.0,4,0,2,5,11,0,0,0
2.33,4,4,4,7,119,1.0,8,1,1,4,14,0,0,0
3.0,1,1,1,2,172,1.0,12,0,2,6,15,0,0,0
2.67,1,1,1,2,172,1.0,12,0,2,6,15,0,0,0
2.0,6,4,2,6,50,1.0,4,2,3,3,10,0,0,0
2.0,0,1,1,2,81,1.0,10,0,0,0,3,0,0,0
3.0,0,1,1,1,81,1.0,10,0,0,0,3,0,0,0
2.0,3,5,4,7,140,1.0,7,0,3,5,11,0,0,0
2.67,2,2,1,2,140,1.0,7,0,3,5,11,0,0,0
3.0,2,3,2,3,71,1.0,7,1,0,2,7,0,0,0
3.0,3,3,0,4,40,1.0,6,0,1,2,4,0,0,0
2.33,3,3,3,4,104,1.0,8,1,1,0,7,0,0,0
2.67,2,3,2,3,130,1.0,4,0,1,6,24,0,0,0
3.0,1,1,1,2,62,1.0,7,0,2,2,11,0,0,0
1.67,2,2,0,3,62,1.0,7,1,2,2,11,0,0,0
2.0,3,1,1,4,83,1.0,6,1,2,0,5,0,0,0
2.33,3,2,2,4,83,1.0,6,0,2,0,5,0,0,0
3.0,2,1,2,3,133,1.0,10,1,1,10,17,0,0,0
2.33,1,1,0,3,172,1.0,13,0,0,7,14,0,0,0
2.0,3,3,0,3,88,1.0,7,0,2,4,9,0,0,0
2.33,2,2,0,5,88,1.0,7,0,2,4,9,0,0,0
2.0,2,2,2,2,72,1.0,7,0,0,4,11,0,0,0
3.0,2,2,1,2,72,1.0,7,0,0,4,11,0,0,0
3.0,2,2,0,2,72,1.0,7,0,0,4,11,0,0,0
2.67,3,3,0,5,108,1.0,6,1,0,0,8,0,0,0
2.0,3,3,0,4,108,1.0,6,0,0,0,8,0,0,0
2.33,3,3,1,5,108,1.0,6,0,0,0,8,0,0,0
1.67,2,2,2,4,63,1.0,4,1,0,1,4,0,0,0
2.67,3,3,2,4,63,1.0,4,1,0,1,4,0,0,0
2.33,1,1,0,3,87,1.0,7,0,0,1,4,0,0,0
2.33,2,2,0,4,87,1.0,7,0,0,1,4,0,0,0
1.67,2,1,1,2,58,1.0,5,0,0,0,1,0,0,0
3.0,2,2,2,2,43,1.0,4,0,3,3,5,0,0,0
2.33,1,1,0,3,79,1.0,6,0,2,10,19,0,0,0
3.0,1,2,1,2,79,1.0,6,0,2,10,19,0,0,0
2.67,2,4,2,6,118,1.0,9,0,0,3,11,0,0,0
2.67,2,3,0,3,118,1.0,9,0,0,3,11,0,0,0
2.33,3,3,1,3,118,1.0,9,0,0,3,11,0,0,0
2.0,0,2,1,4,118,1.0,9,0,0,3,11,0,0,0
2.33,3,3,1,3,56,1.0,6,1,0,1,8,0,0,0
2.33,2,2,1,2,53,1.0,5,0,1,0,5,0,0,0
1.33,3,3,1,5,92,1.0,11,0,2,3,8,0,0,0
3.0,1,1,0,2,43,1.0,4,0,0,0,6,0,0,0
1.33,0,0,0,3,31,1.0,6,0,2,2,6,0,0,0
2.67,6,6,6,8,116,1.0,8,2,3,3,5,1,1,0
2.67,2,2,1,3,52,1.0,4,0,0,0,6,0,0,0
2.33,4,4,4,4,52,1.0,4,0,0,0,6,0,0,0
2.33,2,2,0,2,118,1.0,6,0,0,5,7,0,0,0
2.0,5,5,4,5,118,1.0,6,0,0,5,7,0,0,0
2.0,3,3,3,4,227,1.0,13,1,2,7,13,0,0,0
2.33,2,2,1,3,227,1.0,13,0,2,7,13,0,0,0
1.67,4,4,4,7,137,1.0,9,1,1,13,19,0,0,0
2.33,2,2,0,3,60,1.0,6,0,2,4,16,0,0,0
1.67,1,2,1,3,60,1.0,6,0,2,4,16,0,0,0
2.67,2,1,0,2,100,1.0,12,1,1,7,16,0,0,0
3.0,0,0,0,1,30,1.0,4,0,0,0,7,0,0,0
2.33,4,6,2,6,234,1.0,13,0,2,8,20,0,0,0
2.0,2,2,1,2,72,1.0,7,0,2,8,12,0,0,0
2.33,2,2,1,2,43,1.0,4,0,0,0,6,0,0,0
3.0,6,6,4,6,105,1.0,5,1,0,1,9,0,0,0
2.67,3,3,1,3,105,1.0,5,0,0,1,9,0,0,0
3.0,0,0,0,2,90,1.0,8,0,1,2,9,0,0,0
2.33,1,1,0,1,90,1.0,8,0,1,2,9,0,0,0
1.67,2,2,1,4,90,1.0,8,0,1,2,9,0,0,0
2.33,7,2,3,8,30,1.0,4,2,2,1,9,0,0,0
1.67,0,1,1,2,65,1.0,6,0,1,3,8,0,0,0
2.67,4,4,1,4,43,1.0,5,1,2,3,5,0,0,0
3.0,2,3,2,4,43,1.0,5,0,2,3,5,0,0,0
3.0,1,1,0,3,66,1.0,5,0,1,0,6,0,0,0
3.0,3,2,2,3,91,1.0,8,0,0,0,8,0,0,0
3.0,3,2,2,4,91,1.0,8,0,0,0,8,0,0,0
2.33,0,1,0,1,92,1.0,5,0,1,0,2,0,0,0
1.67,0,2,2,3,92,1.0,5,0,1,0,2,0,0,0
2.33,0,1,1,1,92,1.0,5,0,1,0,2,0,0,0
2.67,2,2,2,3,52,1.0,4,0,0,5,9,0,0,0
1.67,0,0,0,1,68,1.0,4,0,1,0,7,0,0,0
2.0,2,2,1,4,33,1.0,5,0,1,2,6,0,0,0
1.67,2,1,1,4,33,1.0,5,1,1,2,6,0,0,0
2.67,2,3,1,3,33,1.0,5,0,1,2,6,0,0,0
1.67,0,0,0,3,62,1.0,6,0,3,2,14,0,0,0
2.33,0,0,0,3,62,1.0,6,0,3,2,14,0,0,0
1.67,0,0,0,1,62,1.0,6,0,3,2,14,0,0,0
3.0,2,0,0,2,147,1.0,8,0,1,1,5,0,0,0
3.0,3,3,1,3,58,1.0,4,1,3,9,13,0,0,0
2.67,3,3,1,3,58,1.0,4,1,3,9,13,0,0,0
2.33,3,3,0,4,58,1.0,4,0,3,9,13,0,0,0
2.67,2,2,0,2,176,1.0,12,0,0,5,13,0,0,0
2.0,2,1,1,3,39,1.0,5,0,1,0,4,0,0,0
2.0,0,0,0,1,26,1.0,4,0,1,0,3,0,0,0
2.67,1,0,1,2,26,1.0,4,0,1,0,3,0,0,0
2.67,2,0,0,3,162,1.0,13,0,4,12,11,0,0,0
2.67,2,2,2,3,134,1.0,4,0,4,2,10,0,0,0
2.67,2,2,2,3,134,1.0,4,0,4,2,10,0,0,0
2.0,1,2,2,3,134,1.0,4,0,4,2,10,0,0,0
1.67,1,1,0,2,52,1.0,5,0,2,3,6,0,0,0
3.0,2,2,1,3,113,1.0,10,0,0,2,6,0,0,0
2.33,3,3,3,5,104,1.0,12,2,3,7,16,0,0,0
2.67,2,2,0,2,104,1.0,12,0,3,7,16,0,0,0
2.0,3,3,1,4,104,1.0,12,1,3,7,16,0,0,0
2.33,3,3,1,4,104,1.0,12,0,3,7,16,0,0,0
2.0,2,2,2,3,104,1.0,12,1,3,7,16,0,0,0
2.0,3,2,1,3,50,1.0,4,0,2,0,3,0,0,0
3.0,2,1,1,2,54,1.0,4,1,3,0,6,0,0,0
2.0,2,3,3,6,59,1.0,5,2,0,0,5,0,0,0
3.0,1,1,0,1,60,1.0,7,0,2,3,7,0,0,0
1.33,0,0,0,1,60,1.0,7,0,2,3,7,0,0,0
2.67,2,2,1,2,119,1.0,14,0,2,7,28,0,0,0
3.0,3,2,1,3,119,1.0,14,1,2,7,28,0,0,0
2.33,4,3,2,5,119,1.0,14,1,2,7,28,1,1,1
2.0,2,2,2,5,119,1.0,14,1,2,7,28,0,0,0
3.0,2,2,2,3,301,1.0,13,0,2,7,24,0,0,0
2.33,2,2,1,2,182,1.0,12,0,3,8,14,0,0,0
2.67,2,2,0,2,76,1.0,6,0,3,3,6,0,0,0
3.0,4,4,4,4,76,1.0,6,1,3,3,6,0,0,0
2.0,3,3,2,4,36,1.0,4,1,2,2,11,0,0,0
2.67,2,2,1,4,78,1.0,16,0,0,1,7,0,0,0
3.0,2,1,1,2,36,1.0,5,0,3,1,6,0,0,0
1.33,2,1,0,3,36,1.0,5,0,3,1,6,0,0,0
2.67,1,1,0,3,77,1.0,6,0,0,5,12,0,0,0
3.0,2,2,1,2,189,1.0,12,0,2,6,14,0,0,0
2.0,3,2,1,5,189,1.0,12,0,2,6,14,0,0,0
2.33,1,0,0,4,202,1.0,11,0,1,2,5,0,0,0
2.33,0,0,0,2,202,1.0,11,0,1,2,5,0,0,0
2.67,3,3,3,4,279,1.0,15,0,4,5,9,0,0,0
3.0,1,0,2,2,216,1.0,11,0,0,0,11,0,0,0
2.67,3,3,1,4,216,1.0,11,0,0,0,11,0,0,0
1.67,2,3,3,3,119,1.0,9,0,0,4,6,0,0,0
3.0,2,1,1,4,73,1.0,7,1,2,5,10,0,0,0
2.33,3,2,2,5,73,1.0,7,1,2,5,10,0,0,0
2.33,4,5,4,5,222,1.0,17,2,1,10,12,0,0,0
2.33,2,3,1,3,222,1.0,17,0,1,10,12,0,0,0
2.33,3,4,4,6,255,1.0,12,0,0,6,30,0,0,0
1.0,1,2,2,4,255,1.0,12,0,0,6,30,0,0,0
2.33,3,3,3,5,255,1.0,12,0,0,6,30,0,0,0
2.33,2,2,2,4,255,1.0,12,0,0,6,30,0,0,0
3.0,4,5,4,5,91,1.0,7,0,1,4,6,0,0,0
2.67,2,2,1,2,22,1.0,4,0,0,1,4,0,0,0
3.0,2,1,1,3,177,1.0,11,1,2,3,16,0,0,0
3.0,4,3,3,5,177,1.0,11,1,2,3,16,0,0,0
1.0,2,2,2,3,145,1.0,14,0,1,6,8,0,0,0
3.0,2,2,1,2,117,1.0,8,0,1,4,4,0,0,0
2.67,2,2,2,3,117,1.0,8,0,1,4,4,0,0,0
3.0,4,4,3,4,176,1.0,12,1,1,6,17,1,1,1
1.33,2,2,2,3,176,1.0,12,0,2,6,17,0,0,0
3.0,1,2,1,3,148,1.0,10,0,1,2,5,0,0,0
2.33,1,0,0,1,148,1.0,10,0,1,2,5,0,0,0
2.33,5,3,3,5,38,1.0,4,0,0,2,5,0,0,0
2.33,5,2,2,5,38,1.0,4,0,0,2,5,0,0,0
2.67,2,4,3,6,66,1.0,4,1,0,1,12,0,0,0
2.67,4,4,1,5,66,1.0,4,0,0,1,12,0,0,0
2.67,0,0,0,1,101,1.0,5,0,1,6,6,0,0,0
3.0,4,4,3,4,51,1.0,6,1,1,2,5,0,0,0
3.0,0,1,1,1,92,1.0,7,0,1,0,2,0,0,0
3.0,3,3,1,4,64,1.0,8,1,1,4,7,0,0,0
2.0,3,3,1,6,64,1.0,8,0,1,4,7,0,0,0
2.67,2,3,2,3,64,1.0,8,0,1,4,7,0,0,0
3.0,3,2,3,3,87,1.0,9,1,3,0,11,0,0,0
2.33,5,5,5,7,87,1.0,9,1,3,0,11,0,0,0
2.0,2,2,1,3,49,1.0,4,0,0,5,4,0,0,0
3.0,3,3,2,3,100,1.0,8,0,1,5,6,0,0,0
2.0,2,2,1,3,100,1.0,8,0,1,5,6,0,0,0
3.0,1,1,0,2,100,1.0,8,0,1,5,6,0,0,0
3.0,1,1,1,2,58,1.0,6,0,0,2,5,0,0,0
2.67,1,1,0,2,58,1.0,6,0,0,2,5,0,0,0
2.33,3,3,1,3,58,1.0,6,0,0,2,5,0,0,0
2.67,2,2,1,4,74,1.0,4,0,0,0,10,0,0,0
2.67,2,2,1,3,74,1.0,4,0,0,0,10,0,0,0
3.0,0,0,0,2,106,1.0,6,0,1,3,9,0,0,0
2.33,1,2,1,2,106,1.0,6,0,1,3,9,0,0,0
2.0,0,1,0,2,106,1.0,6,0,1,3,9,0,0,0
2.33,2,2,0,2,121,1.0,11,0,0,17,28,0,0,0
2.0,2,1,1,4,54,1.0,5,1,1,1,6,0,0,0
2.67,2,2,1,2,54,1.0,5,0,1,1,6,0,0,0
2.67,4,1,2,4,42,1.0,5,0,1,0,5,0,0,0
2.33,4,3,3,5,42,1.0,5,1,1,0,5,0,0,0
3.0,1,1,1,3,66,1.0,8,0,3,4,9,0,0,0
3.0,0,2,2,2,55,1.0,6,0,0,3,5,0,0,0
2.67,0,0,0,3,55,1.0,6,0,0,3,5,0,0,0
3.0,2,2,0,2,57,1.0,7,0,2,5,4,0,0,0
2.0,1,1,0,2,57,1.0,7,0,2,5,4,0,0,0
2.67,2,3,1,4,87,1.0,7,0,2,2,3,0,0,0
2.33,1,2,1,2,87,1.0,7,0,2,2,3,0,0,0
3.0,3,3,2,3,42,1.0,4,0,0,1,10,0,0,0
2.67,4,4,3,5,139,1.0,7,0,0,0,4,0,0,0
2.33,2,2,2,3,139,1.0,7,0,0,0,4,0,0,0
3.0,1,1,1,2,39,1.0,5,0,2,3,8,0,0,0
2.33,3,3,1,4,62,1.0,6,0,1,1,5,0,0,0
1.67,2,3,2,6,76,1.0,8,2,4,3,6,0,0,0
2.0,2,1,0,2,76,1.0,8,0,4,3,6,0,0,0
1.33,1,1,0,3,40,1.0,4,0,1,0,6,0,0,0
1.33,2,1,0,3,44,1.0,5,1,1,2,6,0,0,0
3.0,2,2,1,3,101,1.0,5,0,0,13,11,0,0,0
3.0,3,3,2,3,97,1.0,6,0,0,5,9,0,0,0
2.0,2,2,1,3,75,1.0,6,0,0,3,9,0,0,0
2.0,3,3,1,4,291,1.0,12,0,1,7,17,0,0,0
2.33,2,2,2,2,291,1.0,12,0,1,7,17,0,0,0
2.0,2,5,4,5,291,1.0,12,0,1,7,17,0,0,0
3.0,3,3,1,3,62,1.0,5,0,1,0,7,0,0,0
2.33,2,2,0,3,62,1.0,5,0,1,0,7,0,0,0
1.0,2,2,2,3,124,1.0,10,1,0,4,11,0,0,0
2.67,2,2,2,3,124,1.0,10,1,0,4,11,0,0,0
1.0,2,2,1,4,124,1.0,10,0,0,4,11,0,0,0
2.33,3,3,3,5,124,1.0,10,1,0,4,11,0,0,0
2.67,1,2,1,3,97,1.0,9,0,2,6,12,0,0,0
1.0,0,0,0,1,97,1.0,9,0,2,6,12,0,0,0
2.33,1,1,1,3,88,1.0,9,0,1,3,6,0,0,0
2.0,2,2,2,3,88,1.0,9,0,1,3,6,0,0,0
3.0,1,1,1,1,105,1.0,4,0,0,1,7,0,0,0
3.0,2,2,1,2,94,1.0,5,0,3,5,6,0,0,0
2.33,2,2,1,4,63,1.0,6,2,5,1,10,0,0,0
2.33,1,2,0,2,63,1.0,6,0,5,1,10,0,0,0
3.0,1,0,0,1,59,1.0,4,0,0,0,7,0,0,0
3.0,4,3,0,5,59,1.0,4,0,0,0,7,0,0,0
2.33,3,2,1,3,97,1.0,13,1,3,2,4,0,0,0
2.33,2,2,0,3,97,1.0,13,0,3,2,4,0,0,0
2.33,0,2,1,2,97,1.0,13,0,3,2,4,0,0,0
2.33,2,2,1,3,49,1.0,5,0,0,2,6,0,0,0
2.0,2,1,0,2,49,1.0,5,0,0,2,6,0,0,0
2.67,2,2,2,2,53,1.0,5,1,1,4,5,0,0,0
3.0,3,3,3,3,53,1.0,5,1,1,4,5,1,1,1
2.33,1,2,2,4,99,1.0,9,0,0,1,7,0,0,0
3.0,3,2,0,4,99,1.0,9,0,0,1,7,0,0,0
2.33,2,4,4,4,151,1.0,12,0,0,7,16,0,0,0
2.0,2,2,2,4,126,1.0,12,0,0,4,16,0,0,0
